id,description,en
correction.informant.error,Error for corrector form,Please select who is the informant
correction.label.verifyIdentity.cancel,Label for cancellation of identity verificationin correction request,No
correction.label.verifyIdentity.confirm,Label for verification of identity in correction request,Yes
correction.name,Certificate correction section name,Correction
correction.reason.additionalComment,Label for any additional comment for correction reason form,Comments
correction.reason.clericalError,Label for clerical error for correction reason form,Myself or an agent made a mistake (Clerical error)
correction.reason.error,Error for reason form,Reason for change
correction.reason.judicialOrder,Label for judicial order for correction reason form,Requested to do so by the court (Judicial order)
correction.reason.materialError,Label for material error for correction reason form,Informant provided incorrect information (Material error)
correction.reason.materialOmission,Label for material omission for correction reason form,Informant did not provide this information (Material omission)
correction.reason.other,,Other
correction.reason.reasonForChange,Label for other reason for correction reason form,Reason for correction
correction.reason.title,The title for the corrector form,Reason for correction?
correction.request,Status for application being requested for correction,Requested correction
correction.requester.relationshop.intro.label,The title for the corrector form,Note: In the case that the child is now of legal age (18) then only they should be able to request a change to their birth record.
correction.requesterOffice,Correction requester office label,Office
correction.submittedBy,Correction submitted by label,Submitter
correction.submittedOn,Correction submitted on label,Submitted on
correction.summary.addComments,Add Comments header for certificate correction summary,Add Comments
correction.summary.change,Change link label,Change
correction.summary.comments,Comments header for certificate correction summary,Comments
correction.summary.correction,Correction value table header for certificate correction summary,Correction
correction.summary.feesRequired,Fees required for certificate correction summary,Fees required?
correction.summary.feesRequiredNegative,Negative label for Fees required for certificate correction summary,No
correction.summary.feesRequiredPositive,Positive label for Fees required for certificate correction summary,Yes
correction.summary.idCheck,ID check header for certificate correction summary,ID check
correction.summary.idCheckForCorrection,The title for the dialog when details of the collector not verified for correction,Correct without proof of ID?
correction.summary.item,Corrected item table header for certificate correction summary,Item
correction.summary.office,Office where certificate correction summary was submitted,Office
correction.summary.original,Original value table header for certificate correction summary,Original
correction.summary.proofOfPayment,Proof of payment label fees payment document,Proof of payment
correction.summary.proofOfPaymentRequired,Validation for proof of payment document for certificate correction summary,Proof of payment is required
correction.summary.reasonForRequest,Reason for request header for certificate correction summary,Reason for request
correction.summary.requestedBy,Requested by header for certificate correction summary,Requested by
correction.summary.requestedOn,Date when certificate correction summary was submitted,Requested on
correction.summary.required,Payment and proof of payment input error,Required for correction
correction.summary.section.title,Corrections section title,Request correction(s)
correction.summary.submitter,Submitter of certificate correction summary,Submitter
correction.summary.supportingDocuments,Supporting documents header for certificate correction summary,Supporting documents
correction.summary.title,Title for certificate correction summary,Correction summary
correction.summary.totalPaymentLabel,Label of total payment in correction summary,Total {currency}
correction.supportingDocuments.attest.label,Label for attestation of supporting documents,Attest
correction.supportingDocuments.attestToSeeCorrectionDocument,Option for form field: Correction Supporting Document,I attest to seeing supporting documentation and have a copy filed at my office
correction.supportingDocuments.docTypeAffidavitProof,Label for select option Affidavit,Affidavit
correction.supportingDocuments.docTypeCourtDocument,Label for select option Court Document,Court Document
correction.supportingDocuments.docTypeOther,Label for select option Other,Other
correction.supportingDocuments.noDocumentsRequiredForCorrection,Option for form field: Correction Supporting Document,No supporting documents required
correction.supportingDocuments.notNeeded.label,Label for indicating supporting documents are not needed,Not Needed
correction.supportingDocuments.proofOfLegalDocuments,Label for list item of legal proof,Proof of legal correction documents
correction.supportingDocuments.select.placeholder,Placeholder text for a select,Select
correction.supportingDocuments.subtitle,Label for supportingDocuments form subtitle in certificate correction form,"For all record corrections at a minimum an affidavit must be provided. For material errors and omissions eg. in paternity cases, a court order must also be provided."
correction.supportingDocuments.supportDocumentForCorrection,Label for form field: Correction Supporting Document,Check supporting document
