code;label;terminal;underlyingCauseUse;usCreated;nonCreatedCode
M510;Lumbar and other intervertebral disc disorders with myelopathy;1;1;0;
M511;Lumbar and other intervertebral disc disorders with radiculopathy;1;1;0;
M512;Other specified intervertebral disc displacement;1;1;0;
M513;Other specified intervertebral disc degeneration;1;1;0;
M514;Schmorl nodes;1;1;0;
M518;Other specified intervertebral disc disorders;1;1;0;
M519;Intervertebral disc disorder, unspecified;1;1;0;
M53;Other dorsopathies, not elsewhere classified;0;0;0;
M530;Cervicocranial syndrome;1;1;0;
M5300;Cervicocranial syndrome, Multiple sites in spine;1;0;1;M530
M5301;Cervicocranial syndrome, Occipito-atlanto-axial region;1;0;1;M530
M5302;Cervicocranial syndrome, Cervical region;1;0;1;M530
M5303;Cervicocranial syndrome, Cervicothoracic region;1;0;1;M530
M5304;Cervicocranial syndrome, Thoracic region;1;0;1;M530
M5305;Cervicocranial syndrome, Thoracolumbar region;1;0;1;M530
M5306;Cervicocranial syndrome, Lumbar region;1;0;1;M530
M5307;Cervicocranial syndrome, Lumbosacral region;1;0;1;M530
M5308;Cervicocranial syndrome, Sacral and sacrococcygeal region;1;0;1;M530
M5309;Cervicocranial syndrome, Site unspecified;1;0;1;M530
M531;Cervicobrachial syndrome;1;1;0;
M5310;Cervicobrachial syndrome, Multiple sites in spine;1;0;1;M531
M5311;Cervicobrachial syndrome, Occipito-atlanto-axial region;1;0;1;M531
M5312;Cervicobrachial syndrome, Cervical region;1;0;1;M531
M5313;Cervicobrachial syndrome, Cervicothoracic region;1;0;1;M531
M5314;Cervicobrachial syndrome, Thoracic region;1;0;1;M531
M5315;Cervicobrachial syndrome, Thoracolumbar region;1;0;1;M531
M5316;Cervicobrachial syndrome, Lumbar region;1;0;1;M531
M5317;Cervicobrachial syndrome, Lumbosacral region;1;0;1;M531
M5318;Cervicobrachial syndrome, Sacral and sacrococcygeal region;1;0;1;M531
M5319;Cervicobrachial syndrome, Site unspecified;1;0;1;M531
M532;Spinal instabilities;1;1;0;
M5320;Spinal instabilities, Multiple sites in spine;1;0;1;M532
M5321;Spinal instabilities, Occipito-atlanto-axial region;1;0;1;M532
M5322;Spinal instabilities, Cervical region;1;0;1;M532
M5323;Spinal instabilities, Cervicothoracic region;1;0;1;M532
M5324;Spinal instabilities, Thoracic region;1;0;1;M532
M5325;Spinal instabilities, Thoracolumbar region;1;0;1;M532
M5326;Spinal instabilities, Lumbar region;1;0;1;M532
M5327;Spinal instabilities, Lumbosacral region;1;0;1;M532
M5328;Spinal instabilities, Sacral and sacrococcygeal region;1;0;1;M532
M5329;Spinal instabilities, Site unspecified;1;0;1;M532
M533;Sacrococcygeal disorders, not elsewhere classified;1;1;0;
M5330;Sacrococcygeal disorders, not elsewhere classified, Multiple sites in spine;1;0;1;M533
M5331;Sacrococcygeal disorders, not elsewhere classified, Occipito-atlanto-axial region;1;0;1;M533
M5332;Sacrococcygeal disorders, not elsewhere classified, Cervical region;1;0;1;M533
M5333;Sacrococcygeal disorders, not elsewhere classified, Cervicothoracic region;1;0;1;M533
M5334;Sacrococcygeal disorders, not elsewhere classified, Thoracic region;1;0;1;M533
M5335;Sacrococcygeal disorders, not elsewhere classified, Thoracolumbar region;1;0;1;M533
M5336;Sacrococcygeal disorders, not elsewhere classified, Lumbar region;1;0;1;M533
M5337;Sacrococcygeal disorders, not elsewhere classified, Lumbosacral region;1;0;1;M533
M5338;Sacrococcygeal disorders, not elsewhere classified, Sacral and sacrococcygeal region;1;0;1;M533
M5339;Sacrococcygeal disorders, not elsewhere classified, Site unspecified;1;0;1;M533
M538;Other specified dorsopathies;1;1;0;
M5380;Other specified dorsopathies, Multiple sites in spine;1;0;1;M538
M5381;Other specified dorsopathies, Occipito-atlanto-axial region;1;0;1;M538
M5382;Other specified dorsopathies, Cervical region;1;0;1;M538
M5383;Other specified dorsopathies, Cervicothoracic region;1;0;1;M538
M5384;Other specified dorsopathies, Thoracic region;1;0;1;M538
M5385;Other specified dorsopathies, Thoracolumbar region;1;0;1;M538
M5386;Other specified dorsopathies, Lumbar region;1;0;1;M538
M5387;Other specified dorsopathies, Lumbosacral region;1;0;1;M538
M5388;Other specified dorsopathies, Sacral and sacrococcygeal region;1;0;1;M538
M5389;Other specified dorsopathies, Site unspecified;1;0;1;M538
M539;Dorsopathy, unspecified;1;1;0;
M5390;Dorsopathy, unspecified, Multiple sites in spine;1;0;1;M539
M5391;Dorsopathy, unspecified, Occipito-atlanto-axial region;1;0;1;M539
M5392;Dorsopathy, unspecified, Cervical region;1;0;1;M539
M5393;Dorsopathy, unspecified, Cervicothoracic region;1;0;1;M539
M5394;Dorsopathy, unspecified, Thoracic region;1;0;1;M539
M5395;Dorsopathy, unspecified, Thoracolumbar region;1;0;1;M539
M5396;Dorsopathy, unspecified, Lumbar region;1;0;1;M539
M5397;Dorsopathy, unspecified, Lumbosacral region;1;0;1;M539
M5398;Dorsopathy, unspecified, Sacral and sacrococcygeal region;1;0;1;M539
M5399;Dorsopathy, unspecified, Site unspecified;1;0;1;M539
M54;Dorsalgia;0;0;0;
M540;Panniculitis affecting regions of neck and back;1;1;0;
M5400;Panniculitis affecting regions of neck and back, Multiple sites in spine;1;0;1;M540
M5401;Panniculitis affecting regions of neck and back, Occipito-atlanto-axial region;1;0;1;M540
M5402;Panniculitis affecting regions of neck and back, Cervical region;1;0;1;M540
M5403;Panniculitis affecting regions of neck and back, Cervicothoracic region;1;0;1;M540
M5404;Panniculitis affecting regions of neck and back, Thoracic region;1;0;1;M540
M5405;Panniculitis affecting regions of neck and back, Thoracolumbar region;1;0;1;M540
M5406;Panniculitis affecting regions of neck and back, Lumbar region;1;0;1;M540
M5407;Panniculitis affecting regions of neck and back, Lumbosacral region;1;0;1;M540
M5408;Panniculitis affecting regions of neck and back, Sacral and sacrococcygeal region;1;0;1;M540
M5409;Panniculitis affecting regions of neck and back, Site unspecified;1;0;1;M540
M541;Radiculopathy;1;1;0;
M5410;Radiculopathy, Multiple sites in spine;1;0;1;M541
M5411;Radiculopathy, Occipito-atlanto-axial region;1;0;1;M541
M5412;Radiculopathy, Cervical region;1;0;1;M541
M5413;Radiculopathy, Cervicothoracic region;1;0;1;M541
M5414;Radiculopathy, Thoracic region;1;0;1;M541
M5415;Radiculopathy, Thoracolumbar region;1;0;1;M541
M5416;Radiculopathy, Lumbar region;1;0;1;M541
M5417;Radiculopathy, Lumbosacral region;1;0;1;M541
M5418;Radiculopathy, Sacral and sacrococcygeal region;1;0;1;M541
M5419;Radiculopathy, Site unspecified;1;0;1;M541
M542;Cervicalgia;1;1;0;
M5420;Cervicalgia, Multiple sites in spine;1;0;1;M542
M5421;Cervicalgia, Occipito-atlanto-axial region;1;0;1;M542
M5422;Cervicalgia, UCervical region;1;0;1;M542
M5423;Cervicalgia, Cervicothoracic region;1;0;1;M542
M5424;Cervicalgia, Thoracic region;1;0;1;M542
M5425;Cervicalgia, Thoracolumbar region;1;0;1;M542
M5426;Cervicalgia, Lumbar region;1;0;1;M542
M5427;Cervicalgia, Lumbosacral region;1;0;1;M542
M5428;Cervicalgia, Sacral and sacrococcygeal region;1;0;1;M542
M5429;Cervicalgia, Site unspecified;1;0;1;M542
M543;Sciatica;1;1;0;
M5430;Sciatica, Multiple sites in spine;1;0;1;M543
M5431;Sciatica, Occipito-atlanto-axial region;1;0;1;M543
M5432;Sciatica, Cervical region;1;0;1;M543
M5433;Sciatica, Cervicothoracic region;1;0;1;M543
M5434;Sciatica, Thoracic region;1;0;1;M543
M5435;Sciatica, Thoracolumbar region;1;0;1;M543
M5436;Sciatica, Lumbar region;1;0;1;M543
M5437;Sciatica, Lumbosacral region;1;0;1;M543
M5438;Sciatica, Sacral and sacrococcygeal region;1;0;1;M543
M5439;Sciatica, Site unspecified;1;0;1;M543
M544;Lumbago with sciatica;1;1;0;
M5440;Lumbago with sciatica, Multiple sites in spine;1;0;1;M544
M5441;Lumbago with sciatica, Occipito-atlanto-axial region;1;0;1;M544
M5442;Lumbago with sciatica, Cervical region;1;0;1;M544
M5443;Lumbago with sciatica, Cervicothoracic region;1;0;1;M544
M5444;Lumbago with sciatica, Thoracic region;1;0;1;M544
M5445;Lumbago with sciatica, Thoracolumbar region;1;0;1;M544
M5446;Lumbago with sciatica, Lumbar region;1;0;1;M544
M5447;Lumbago with sciatica, Lumbosacral region;1;0;1;M544
M5448;Lumbago with sciatica, Sacral and sacrococcygeal region;1;0;1;M544
M5449;Lumbago with sciatica, Site unspecified;1;0;1;M544
M545;Low back pain;1;1;0;
M5450;Low back pain, Multiple sites in spine;1;0;1;M545
M5451;Low back pain, Occipito-atlanto-axial region;1;0;1;M545
M5452;Low back pain, Cervical region;1;0;1;M545
M5453;Low back pain, Cervicothoracic region;1;0;1;M545
M5454;Low back pain, Thoracic region;1;0;1;M545
M5455;Low back pain, Thoracolumbar region;1;0;1;M545
M5456;Low back pain, Lumbar region;1;0;1;M545
M5457;Low back pain, Lumbosacral region;1;0;1;M545
M5458;Low back pain, Sacral and sacrococcygeal region;1;0;1;M545
M5459;Low back pain, Site unspecified;1;0;1;M545
M546;Pain in thoracic spine;1;1;0;
M5460;Pain in thoracic spine, Multiple sites in spine;1;0;1;M546
M5461;Pain in thoracic spine, Occipito-atlanto-axial region;1;0;1;M546
M5462;Pain in thoracic spine, Cervical region;1;0;1;M546
M5463;Pain in thoracic spine, Cervicothoracic region;1;0;1;M546
M5464;Pain in thoracic spine, Thoracic region;1;0;1;M546
M5465;Pain in thoracic spine, Thoracolumbar region;1;0;1;M546
M5466;Pain in thoracic spine, Lumbar region;1;0;1;M546
M5467;Pain in thoracic spine, Lumbosacral region;1;0;1;M546
M5468;Pain in thoracic spine, Sacral and sacrococcygeal region;1;0;1;M546
M5469;Pain in thoracic spine, Site unspecified;1;0;1;M546
M548;Other dorsalgia;1;1;0;
M5480;Other dorsalgia, Multiple sites in spine;1;0;1;M548
M5481;Other dorsalgia, Occipito-atlanto-axial region;1;0;1;M548
M5482;Other dorsalgia, Cervical region;1;0;1;M548
M5483;Other dorsalgia, Cervicothoracic region;1;0;1;M548
M5484;Other dorsalgia, Thoracic region;1;0;1;M548
M5485;Other dorsalgia, Thoracolumbar region;1;0;1;M548
M5486;Other dorsalgia, Lumbar region;1;0;1;M548
M5487;Other dorsalgia, Lumbosacral region;1;0;1;M548
M5488;Other dorsalgia, Sacral and sacrococcygeal region;1;0;1;M548
M5489;Other dorsalgia, Site unspecified;1;0;1;M548
M549;Dorsalgia, unspecified;1;1;0;
M5490;Dorsalgia, unspecified, Multiple sites in spine;1;0;1;M549
M5491;Dorsalgia, unspecified, Occipito-atlanto-axial region;1;0;1;M549
M5492;Dorsalgia, unspecified, Cervical region;1;0;1;M549
M5493;Dorsalgia, unspecified, Cervicothoracic region;1;0;1;M549
M5494;Dorsalgia, unspecified, Thoracic region;1;0;1;M549
M5495;Dorsalgia, unspecified, Thoracolumbar region;1;0;1;M549
M5496;Dorsalgia, unspecified, Lumbar region;1;0;1;M549
M5497;Dorsalgia, unspecified, Lumbosacral region;1;0;1;M549
M5498;Dorsalgia, unspecified, Sacral and sacrococcygeal region;1;0;1;M549
M5499;Dorsalgia, unspecified, Site unspecified;1;0;1;M549
M60;Myositis;0;0;0;
M600;Infective myositis;1;1;0;
M6000;Infective myositis, Multiple sites;1;0;1;M600
M6001;Infective myositis, Shoulder region;1;0;1;M600
M6002;Infective myositis, Upper arm;1;0;1;M600
M6003;Infective myositis, Forearm;1;0;1;M600
M6004;Infective myositis, Hand;1;0;1;M600
M6005;Infective myositis, Pelvic region and thigh;1;0;1;M600
M6006;Infective myositis, Lower leg;1;0;1;M600
M6007;Infective myositis, Ankle and foot;1;0;1;M600
M6008;Infective myositis, Other;1;0;1;M600
M6009;Infective myositis, Site unspecified;1;0;1;M600
M601;Interstitial myositis;1;1;0;
M6010;Interstitial myositis, Multiple sites;1;0;1;M601
M6011;Interstitial myositis, Shoulder region;1;0;1;M601
M6012;Interstitial myositis, Upper arm;1;0;1;M601
M6013;Interstitial myositis, Forearm;1;0;1;M601
M6014;Interstitial myositis, Hand;1;0;1;M601
M6015;Interstitial myositis, Pelvic region and thigh;1;0;1;M601
M6016;Interstitial myositis, Lower leg;1;0;1;M601
M6017;Interstitial myositis, Ankle and foot;1;0;1;M601
M6018;Interstitial myositis, Other;1;0;1;M601
M6019;Interstitial myositis, Site unspecified;1;0;1;M601
M602;Foreign body granuloma of soft tissue, not elsewhere classified;1;1;0;
M6020;Foreign body granuloma of soft tissue, not elsewhere classified, Multiple sites;1;0;1;M602
M6021;Foreign body granuloma of soft tissue, not elsewhere classified, Shoulder region;1;0;1;M602
M6022;Foreign body granuloma of soft tissue, not elsewhere classified, Upper arm;1;0;1;M602
M6023;Foreign body granuloma of soft tissue, not elsewhere classified, Forearm;1;0;1;M602
M6024;Foreign body granuloma of soft tissue, not elsewhere classified, Hand;1;0;1;M602
M6025;Foreign body granuloma of soft tissue, not elsewhere classified, Pelvic region and thigh;1;0;1;M602
M6026;Foreign body granuloma of soft tissue, not elsewhere classified, Lower leg;1;0;1;M602
M6027;Foreign body granuloma of soft tissue, not elsewhere classified, Ankle and foot;1;0;1;M602
M6028;Foreign body granuloma of soft tissue, not elsewhere classified, Other;1;0;1;M602
M6029;Foreign body granuloma of soft tissue, not elsewhere classified, Site unspecified;1;0;1;M602
M608;Other myositis;1;1;0;
M6080;Other myositis, Multiple sites;1;0;1;M608
M6081;Other myositis, Shoulder region;1;0;1;M608
M6082;Other myositis, Upper arm;1;0;1;M608
M6083;Other myositis, Forearm;1;0;1;M608
M6084;Other myositis, Hand;1;0;1;M608
M6085;Other myositis, Pelvic region and thigh;1;0;1;M608
M6086;Other myositis, Lower leg;1;0;1;M608
M6087;Other myositis, Ankle and foot;1;0;1;M608
M6088;Other myositis, Other;1;0;1;M608
M6089;Other myositis, Site unspecified;1;0;1;M608
M609;Myositis, unspecified;1;1;0;
M6090;Myositis, unspecified, Multiple sites;1;0;1;M609
M6091;Myositis, unspecified, Shoulder region;1;0;1;M609
M6092;Myositis, unspecified, Upper arm;1;0;1;M609
M6093;Myositis, unspecified, Forearm;1;0;1;M609
M6094;Myositis, unspecified, Hand;1;0;1;M609
M6095;Myositis, unspecified, Pelvic region and thigh;1;0;1;M609
M6096;Myositis, unspecified, Lower leg;1;0;1;M609
M6097;Myositis, unspecified, Ankle and foot;1;0;1;M609
M6098;Myositis, unspecified, Other;1;0;1;M609
M6099;Myositis, unspecified, Site unspecified;1;0;1;M609
M61;Calcification and ossification of muscle;0;0;0;
M610;Myositis ossificans traumatica;1;1;0;
M6100;Myositis ossificans traumatica, Multiple sites;1;0;1;M610
M6101;Myositis ossificans traumatica, Shoulder region;1;0;1;M610
M6102;Myositis ossificans traumatica, Upper arm;1;0;1;M610
M6103;Myositis ossificans traumatica, Forearm;1;0;1;M610
M6104;Myositis ossificans traumatica, Hand;1;0;1;M610
M6105;Myositis ossificans traumatica, Pelvic region and thigh;1;0;1;M610
M6106;Myositis ossificans traumatica, Lower leg;1;0;1;M610
M6107;Myositis ossificans traumatica, Ankle and foot;1;0;1;M610
M6108;Myositis ossificans traumatica, Other;1;0;1;M610
M6109;Myositis ossificans traumatica, Site unspecified;1;0;1;M610
M611;Myositis ossificans progressiva;1;1;0;
M6110;Myositis ossificans progressiva, Multiple sites;1;0;1;M611
M6111;Myositis ossificans progressiva, Shoulder region;1;0;1;M611
M6112;Myositis ossificans progressiva, Upper arm;1;0;1;M611
M6113;Myositis ossificans progressiva, Forearm;1;0;1;M611
M6114;Myositis ossificans progressiva, Hand;1;0;1;M611
M6115;Myositis ossificans progressiva, Pelvic region and thigh;1;0;1;M611
M6116;Myositis ossificans progressiva, Lower leg;1;0;1;M611
M6117;Myositis ossificans progressiva, Ankle and foot;1;0;1;M611
M6118;Myositis ossificans progressiva, Other;1;0;1;M611
M6119;Myositis ossificans progressiva, Site unspecified;1;0;1;M611
M612;Paralytic calcification and ossification of muscle;1;1;0;
M6120;Paralytic calcification and ossification of muscle, Multiple sites;1;0;1;M612
M6121;Paralytic calcification and ossification of muscle, Shoulder region;1;0;1;M612
M6122;Paralytic calcification and ossification of muscle, Upper arm;1;0;1;M612
M6123;Paralytic calcification and ossification of muscle, Forearm;1;0;1;M612
M6124;Paralytic calcification and ossification of muscle, Hand;1;0;1;M612
M6125;Paralytic calcification and ossification of muscle, Pelvic region and thigh;1;0;1;M612
M6126;Paralytic calcification and ossification of muscle, Lower leg;1;0;1;M612
M6127;Paralytic calcification and ossification of muscle, Ankle and foot;1;0;1;M612
M6128;Paralytic calcification and ossification of muscle, Other;1;0;1;M612
M6129;Paralytic calcification and ossification of muscle, Site unspecified;1;0;1;M612
M613;Calcification and ossification of muscles associated with burns;1;1;0;
M6130;Calcification and ossification of muscles associated with burns, Multiple sites;1;0;1;M613
M6131;Calcification and ossification of muscles associated with burns, Shoulder region;1;0;1;M613
M6132;Calcification and ossification of muscles associated with burns, Upper arm;1;0;1;M613
M6133;Calcification and ossification of muscles associated with burns, Forearm;1;0;1;M613
M6134;Calcification and ossification of muscles associated with burns, Hand;1;0;1;M613
M6135;Calcification and ossification of muscles associated with burns, Pelvic region and thigh;1;0;1;M613
M6136;Calcification and ossification of muscles associated with burns, Lower leg;1;0;1;M613
M6137;Calcification and ossification of muscles associated with burns, Ankle and foot;1;0;1;M613
M6138;Calcification and ossification of muscles associated with burns, Other;1;0;1;M613
M6139;Calcification and ossification of muscles associated with burns, Site unspecified;1;0;1;M613
